Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2017-07-31 18:32:57.918868,4443.18181774,0,4184.57575716,0,3828.09090871,0,3746.69696932,0,4219.60606018,0,3156.33333302,0,4109.36363595,0,4261.33333291,0,4817.1818177,0,4075.87878747,0,4309.24242381,0,4237.1212117,0,4749.18181771,0,4407.6363632,0,42.0,42.0,?
2017-07-31 18:32:57.919523,4393.21212077,0,4222.18181776,0,3724.03030266,0,3746.69696932,0,4219.60606018,0,5557.4545449,0,4136.66666625,0,4187.15151473,0,4817.1818177,3000.24242394,4075.87878747,0,4310.27272684,0,4237.1212117,0,4734.24242377,0,4349.9393935,0,42.0,42.0,?
2017-07-31 18:32:57.922757,4389.60606017,0,4219.09090867,0,3724.03030266,0,3745.15151478,0,4224.24242382,0,5564.1515146,0,4128.42424201,0,4182.5151511,0,4817.1818177,3000.24242394,4083.09090868,4125.33333292,4310.27272684,0,4238.15151473,0,4728.06060559,0,4345.30302987,0,42.0,42.0,?
2017-07-31 18:32:57.926219,4380.84848441,0,4210.33333291,0,3718.87878751,0,3745.15151478,0,4221.66666624,0,5557.96969641,0,4116.57575716,0,4170.66666625,0,4815.63636315,3000.24242394,4075.36363596,4125.33333292,4302.54545412,3647.27272691,4236.09090867,0,4713.63636317,0,4338.60606017,0,42.0,42.0,?
2017-07-31 18:32:57.933889,4374.66666623,0,4214.45454503,0,3715.2727269,0,3739.48484811,0,4207.75757534,0,5543.03030248,0,4105.24242383,0,4158.8181814,0,4809.96969649,3000.24242394,4062.48484808,4125.33333292,4291.21212078,3647.27272691,4237.1212117,0.0,4712.09090862,0,4338.60606017,0,42.0,42.0,?
2017-07-31 18:32:57.937296,4375.69696926,0,4218.57575715,0,3720.93939357,0,3738.45454508,0,4207.24242382,0,5547.1515146,0,4110.39393898,0,4163.96969655,0,4804.81818134,3000.24242394,4064.03030262,4125.33333292,4292.24242381,3647.27272691,4237.63636321,0.0,4716.21212074,3033.21212091,4344.27272684,0,42.0,42.0,?
2017-07-31 18:32:57.940324,4382.39393896,0,4211.87878746,0,3725.06060569,0,3743.60606023,0,4219.60606018,0,5561.0606055,0,4121.2121208,0,4172.72727231,0,4806.36363588,3000.24242394,4071.24242384,4133.57575716,4299.96969654,3647.27272691,4236.09090867,0.0,4716.72727226,3033.21212091,4347.36363593,0,42.0,42.0,?
2017-07-31 18:32:57.943998,4383.9393935,0,4213.424242,0,3719.90909054,0,3742.06060569,0,4219.60606018,0,5562.60606005,0,4120.69696928,0,4171.18181776,0,4808.42424194,3000.24242394,4068.15151474,4133.57575716,4296.36363593,3651.39393903,4236.09090867,0.0,4719.81818135,3033.21212091,4345.30302987,0,42.0,42.0,?
2017-07-31 18:32:57.953390,4375.69696926,0,4214.96969655,0,3715.2727269,0,3738.45454508,0,4210.33333291,0,5554.87878732,0,4113.48484807,0,4164.99999958,0,4801.72727225,3000.24242394,4057.84848444,4133.57575716,4285.54545412,3651.39393903,4236.09090867,0.0,4720.84848438,3033.21212091,4340.66666623,0,42.0,42.0,?
2017-07-31 18:32:57.957742,4368.48484805,0,4210.33333291,0,3713.72727236,0,3739.99999963,0,4206.21212079,0,5551.78787823,0,4107.81818141,0,4157.78787837,0,4798.12121164,3000.24242394,4054.75757535,4133.57575716,4284.51515109,3651.39393903,4236.60606018,0.0,4714.6666662,3033.21212091,4339.6363632,0,42.0,42.0,?
2017-07-31 18:32:57.962140,4367.45454502,0,4214.45454503,0,3711.15151478,0,3738.45454508,0,4201.57575716,0,5556.42424187,0,4103.18181777,0,4152.63636322,0,4802.24242376,3000.24242394,4061.96969656,4133.57575716,4287.09090866,3651.39393903,4238.66666624,0.0,4708.99999953,3033.21212091,4340.15151472,0,42.0,42.0,?
2017-07-31 18:32:57.965452,4367.45454502,0,4212.90909049,0,3707.54545417,0,3731.24242387,0,4194.36363594,0,5555.90909035,0,4100.09090868,0,4151.60606019,0,4801.21212073,3000.24242394,4062.48484808,4133.57575716,4286.06060563,3651.39393903,4238.15151473,0.0,4709.51515104,3033.21212091,4338.09090866,0,42.0,42.0,?
2017-07-31 18:32:57.969071,4365.39393896,0,4211.36363594,0,3705.48484811,0,3726.60606023,0,4188.69696928,0,5544.06060551,0,4099.57575717,0,4151.09090868,0,4794.51515104,3000.24242394,4051.66666626,4133.57575716,4281.93939351,3651.39393903,4235.57575715,0.0,4707.45454498,3033.21212091,4335.51515108,0,42.0,42.0,?
2017-07-31 18:32:57.973056,4364.87878744,0,4215.99999958,0,3705.99999963,0,3727.63636326,0,4184.06060564,0,5537.87878733,0,4102.66666626,0,4155.2121208,0,4798.12121164,3000.24242394,4050.63636323,4133.57575716,4279.36363594,3651.39393903,4236.60606018,0.0,4703.84848438,3033.21212091,4331.90909048,0,42.0,42.0,?
2017-07-31 18:32:57.976396,4361.27272684,0,4212.90909049,0,3704.9696966,0,3726.60606023,0,4179.93939352,0,5540.4545449,0,4099.57575717,0,4155.2121208,0,4799.66666619,3000.24242394,4048.06060566,4133.57575716,4279.87878745,3651.39393903,4236.60606018,0.0,4699.72727226,3033.21212091,4324.18181775,0,42.0,42.0,?
2017-07-31 18:32:57.979638,4353.03030259,0,4208.27272685,0,3698.2727269,0,3724.54545417,0,4177.36363595,0,5535.81818126,0,4088.75757535,0,4142.84848443,0,4788.33333285,3000.24242394,4034.15151475,4133.57575716,4272.66666624,3651.39393903,4234.03030261,0.0,4693.03030256,3033.21212091,4320.06060563,0,42.0,42.0,?
2017-07-31 18:32:57.984194,4353.54545411,0,4209.8181814,0,3695.69696933,0,3725.06060569,0,4177.87878746,0,5531.69696914,0,4087.2121208,0,4138.72727231,0,4780.60606013,3000.24242394,4032.6060602,4133.57575716,4265.45454503,3651.39393903,4235.06060564,0.0,4692.51515105,3033.21212091,4323.66666623,0,42.0,42.0,?
2017-07-31 18:32:57.987483,4358.18181775,0,4212.39393897,0,3695.18181781,0,3716.30302993,0,4173.24242383,0,5527.06060551,0,4088.24242383,0,4141.8181814,0,4781.63636316,3000.24242394,4036.21212081,4133.57575716,4264.424242,3651.39393903,4235.57575715,0.0,4696.63636317,3033.21212091,4325.21212078,0,42.0,42.0,?
2017-07-31 18:32:57.992040,4351.48484805,0,4207.75757534,0,3688.99999963,0,3708.06060569,0,4167.06060564,0,5519.33333278,0,4084.12121171,0,4142.33333292,0,4784.72727225,3000.24242394,4032.6060602,4133.57575716,4258.24242382,3651.39393903,4232.99999958,0.0,4686.84848438,3033.21212091,4319.54545411,0,42.0,42.0,?
2017-07-31 18:32:58.000772,4339.12121169,0,4203.1212117,0,3687.45454509,0,3715.78787842,0,4169.63636322,0,5517.27272672,0,4083.6060602,0,4141.8181814,0,4781.12121164,3000.24242394,4025.90909051,4133.57575716,4253.09090867,3651.39393903,4235.06060564,0.0,4677.57575711,3033.21212091,4314.90909048,0,42.0,42.0,?
2017-07-31 18:32:58.008035,4339.12121169,0,4206.72727231,0,3691.06060569,0,3716.81818145,0,4171.69696928,0,5517.27272672,0,4084.12121171,0,4140.27272686,0,4771.33333286,3000.24242394,4020.24242384,4133.57575716,4255.15151473,3651.39393903,4236.60606018,0.0,4680.15151468,3033.21212091,4313.36363593,0,42.0,42.0,?
2017-07-31 18:32:58.018106,4345.81818138,0,4207.75757534,0,3690.03030266,0,3709.60606024,0,4168.60606019,0,5517.27272672,0,4086.18181777,0,4143.36363595,0,4771.84848437,3000.24242394,4024.36363596,4133.57575716,4257.21212079,3651.39393903,4234.03030261,0.0,4682.72727226,3033.21212091,4314.90909048,0,42.0,42.0,?
2017-07-31 18:32:58.023916,4344.78787835,0,4205.69696928,0,3686.93939357,0,3713.21212084,0,4170.15151473,0,5520.36363581,0,4091.84848444,0,4151.09090868,0,4782.66666619,3000.24242394,4035.18181778,4133.57575716,4260.30302988,3651.39393903,4235.06060564,0.0,4682.72727226,3033.21212091,4320.06060563,0,42.0,42.0,?
2017-07-31 18:32:58.030089,4341.69696926,0,4208.78787837,0,3689.51515115,0,3717.84848448,0,4175.30302989,0,5525.51515096,0,4093.39393898,0,4150.06060565,0,4785.24242376,3000.24242394,4035.69696929,4133.57575716,4260.81818139,3651.39393903,4237.1212117,0.0,4683.24242377,3033.21212091,4318.51515108,0,42.0,42.0,?
2017-07-31 18:32:58.038590,4346.3333329,0,4211.87878746,0,3692.09090872,0,3715.2727269,0,4176.84848443,0,5527.06060551,0,4090.30302989,0,4144.90909049,0,4782.15151467,3000.24242394,4027.96969657,4133.57575716,4257.21212079,3651.39393903,4236.09090867,0.0,4684.2727268,3033.21212091,4315.93939351,0,42.0,42.0,?
2017-07-31 18:32:58.046131,4349.42424199,0,4206.72727231,0,3691.06060569,0,3716.81818145,0,4174.78787837,0,5523.96969642,0,4086.69696929,0,4148.5151511,0,4785.75757528,3000.24242394,4027.96969657,4133.57575716,4257.7272723,3651.39393903,4233.51515109,0.0,4688.39393893,3033.21212091,4320.57575714,0,42.0,42.0,?
2017-07-31 18:32:58.056343,4342.72727229,0,4202.60606019,0,3689.51515115,0,3725.5757572,0,4177.36363595,0,5518.81818127,0,4089.27272686,0,4155.2121208,0,4792.45454498,3000.24242394,4036.72727232,4133.57575716,4259.27272685,3651.39393903,4233.51515109,0.0,4689.93939347,3033.21212091,4320.06060563,0,42.0,42.0,?
2017-07-31 18:32:58.063076,4333.96969654,0,4206.72727231,0,3684.87878751,0,3722.99999963,0,4175.8181814,0,5512.63636309,0,4088.75757535,0,4150.06060565,0,4789.36363588,3000.24242394,4035.69696929,4133.57575716,4254.1212117,3651.39393903,4237.1212117,0.0,4685.81818135,3033.21212091,4313.87878745,0,42.0,42.0,?
2017-07-31 18:32:58.073727,4327.78787836,0,4205.69696928,0,3676.63636327,0,3707.03030266,0,4163.96969655,0,5506.96969642,0,4080.51515111,0,4140.27272686,0,4780.60606013,3000.24242394,4020.75757536,4133.57575716,4245.87878745,3651.39393903,4236.60606018,0.0,4678.09090862,3033.21212091,4308.7272723,0,42.0,42.0,?
2017-07-31 18:32:58.077043,4325.21212078,0,4199.5151511,0,3672.51515115,0,3699.81818145,0,4159.84848443,0,5506.4545449,0,4080.51515111,0,4145.42424201,0,4788.33333285,3000.24242394,4018.18181778,4133.57575716,4245.87878745,3651.39393903,4234.54545412,0.0,4680.15151468,3033.21212091,4310.27272684,0,42.0,42.0,?
2017-07-31 18:32:58.085009,4330.36363593,0,4200.54545413,0,3671.99999963,0,3705.99999963,0,4165.5151511,0,5514.18181763,0,4088.75757535,0,4155.72727231,0,4801.72727225,3000.24242394,4029.51515111,4133.57575716,4252.57575715,3651.39393903,4237.1212117,0.0,4695.09090862,3033.21212091,4315.93939351,0,42.0,42.0,?
2017-07-31 18:32:58.095001,4331.39393896,0,4204.15151473,0,3670.9696966,0,3704.9696966,0,4164.48484807,0,5517.27272672,0,4085.66666626,0,4150.06060565,0,4796.5757571,3000.24242394,4036.21212081,4133.57575716,4252.57575715,3651.39393903,4238.15151473,0.0,4700.24242377,3033.21212091,4312.3333329,0,42.0,42.0,?
2017-07-31 18:32:58.100996,4327.78787836,0,4204.66666625,0,3674.57575721,0,3700.33333296,0,4160.87878746,0,5516.24242369,0,4078.96969656,0,4139.75757534,0,4789.36363588,3000.24242394,4036.21212081,4133.57575716,4249.99999958,3651.39393903,4235.06060564,0.0,4695.09090862,3033.21212091,4310.78787836,0,42.0,42.0,?
2017-07-31 18:32:58.109019,4332.42424199,0,4204.66666625,0,3680.75757539,0,3703.42424205,0,4166.03030261,0,5522.93939339,0,4079.99999959,0,4140.27272686,0,4792.45454498,3000.24242394,4028.9999996,4133.57575716,4245.87878745,3651.39393903,4234.03030261,0.0,4690.45454499,3033.21212091,4317.99999957,0,42.0,42.0,?
2017-07-31 18:32:58.120200,4332.93939351,0,4201.57575716,0,3677.15151478,0,3705.48484811,0,4171.69696928,0,5527.57575702,0,4075.87878747,0,4138.72727231,0,4786.27272679,3000.24242394,4017.15151475,4133.57575716,4236.60606018,3651.39393903,4234.03030261,0.0,4682.21212074,3033.21212091,4314.90909048,0,42.0,42.0,?
