Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2017-07-31 18:30:08.065775,8281.57575675,0,3264.51515119,0,80.3636363556,0,6377.57575694,0,737.181818108,0,1390.90909077,0,454.363636318,0,6975.15151445,0,7787.03030225,0,8097.66666586,0,6532.12121147,0,6648.03030237,0,1489.81818167,0,3001.78787849,0,42.0,42.0,?
2017-07-31 18:30:08.065873,4576.60606015,0,4227.33333291,0,3857.45454507,0,3931.12121173,0,4364.87878744,0,5366.84848431,0,4255.66666624,0,4389.09090865,0,5014.9999995,0,4232.48484806,0,4433.90909047,0,4244.84848442,0,4781.63636316,0,4493.1515147,0,42.0,42.0,?
2017-07-31 18:30:08.065936,4557.03030257,0,4223.7272723,0,3837.36363598,0,3913.60606021,0,4350.96969653,0,5352.42424189,0,4238.66666624,0,4364.36363593,0,4990.27272677,0,4218.57575715,0,4414.84848441,0,4243.30302988,0,4767.72727225,0,4476.66666622,0,42.0,42.0,?
2017-07-31 18:30:08.065959,4560.63636318,0,4226.30302988,0,3856.42424204,0,3905.87878749,0,4348.90909047,0,5353.96969643,0,4241.75757533,0,4362.30302987,0,4992.33333283,0,4225.27272685,0,4414.33333289,0,4241.75757533,0,4770.81818134,0,4475.63636319,0,42.0,42.0,?
2017-07-31 18:30:08.075767,4564.24242379,0,4226.8181814,0,3857.45454507,0,3920.30302991,0,4353.54545411,0,5359.6363631,0,4243.30302988,0,4368.99999956,0,4987.6969692,0,4223.21212079,0,4423.60606016,0,4243.81818139,0,4778.03030255,0,4484.39393895,0,42.0,42.0,?
2017-07-31 18:30:08.079387,4564.24242379,0,4226.8181814,0,3857.45454507,0,3920.30302991,0,4353.54545411,0,5354.48484795,0,4240.7272723,0,4367.96969653,0,4987.6969692,0,4223.21212079,0,4428.2424238,0,4243.81818139,0,4781.63636316,0,4483.87878743,0,42.0,42.0,?
2017-07-31 18:30:08.083115,4574.54545409,0,4232.48484806,0,3861.06060567,0,3920.30302991,0,4358.69696926,0,5347.27272674,0,4243.30302988,0,4365.90909047,0,4987.18181768,0,4230.93939352,0,4432.36363592,0,4246.39393897,0,4789.36363588,0,4488.51515107,0,42.0,42.0,?
2017-07-31 18:30:08.087170,4572.48484803,0,4227.84848443,0,3869.81818143,0,3920.81818143,0,4359.72727229,0,5343.66666613,0,4249.99999958,0,4373.6363632,0,4999.03030253,0,4245.87878745,0,4436.99999956,0,4243.81818139,0,4793.48484801,0,4498.30302985,0,42.0,42.0,?
2017-07-31 18:30:08.090064,4558.0606056,0,4217.54545412,0,3866.21212083,0,3909.48484809,0,4355.09090866,0,5333.36363583,0,4254.1212117,0,4384.45454502,0,5001.09090859,0,4240.21212079,0,4432.36363592,0,4239.69696927,0,4786.78787831,0,4496.24242379,0,42.0,42.0,?
2017-07-31 18:30:08.093468,4560.12121167,0,4218.57575715,0,3853.84848446,0,3903.30302991,0,4347.36363593,0,5319.45454492,0,4243.81818139,0,4384.45454502,0,4992.84848435,0,4222.18181776,0,4419.48484804,0,4239.69696927,0,4779.5757571,0,4486.96969652,0,42.0,42.0,?
2017-07-31 18:30:08.100370,4564.7575753,0,4217.03030261,0,3852.81818143,0,3912.57575718,0,4349.42424199,0,5318.42424189,0,4234.54545412,0,4373.6363632,0,4992.33333283,0,4220.63636321,0,4411.2424238,0,4241.75757533,0,4775.96969649,0,4478.21212076,0,42.0,42.0,?
2017-07-31 18:30:08.103494,4548.78787833,0,4221.66666624,0,3854.87878749,0,3908.45454506,0,4354.57575714,0,5314.81818129,0,4234.54545412,0,4364.87878744,0,4992.84848435,0,4224.75757534,0,4404.54545411,0,4242.27272685,0,4773.90909043,0,4475.63636319,0,42.0,42.0,?
2017-07-31 18:30:08.107801,4549.30302985,0,4227.33333291,0,3855.39393901,0,3898.15151476,0,4354.06060563,0,5306.06060553,0,4245.36363594,0,4376.72727229,0,5001.09090859,0,4230.424242,0,4414.84848441,0,4241.24242382,0,4783.1818177,0,4486.96969652,0,42.0,42.0,?
2017-07-31 18:30:08.112450,4574.54545409,0,4224.24242382,0,3866.21212083,0,3906.393939,0,4349.9393935,0,5305.54545401,0,4254.1212117,0,4390.6363632,0,5006.24242374,0,4246.90909048,0,4436.99999956,0,4244.84848442,0,4801.21212073,0,4498.30302985,0,42.0,42.0,?
2017-07-31 18:30:08.116042,4580.21212075,0,4226.8181814,0,3881.15151476,0,3921.84848446,0,4347.36363593,0,5305.0303025,0,4247.93939351,0,4383.9393935,0,4996.45454495,0,4257.21212079,0,4444.21212077,0,4249.99999958,0,4810.99999952,0,4502.93939349,0,42.0,42.0,?
2017-07-31 18:30:08.119037,4568.87878742,0,4224.75757534,0,3882.18181779,0,3925.45454506,0,4351.48484805,0,5305.0303025,0,4243.30302988,0,4376.72727229,0,5000.06060556,0,4254.1212117,0,4438.03030259,0,4244.33333291,0,4804.81818134,0,4501.39393894,0,42.0,42.0,?
2017-07-31 18:30:08.122051,4567.33333288,0,4222.69696927,0,3869.81818143,0,3915.15151476,0,4349.9393935,0,5300.39393886,0,4240.7272723,0,4373.6363632,0,5003.66666617,0,4241.75757533,0,4426.69696925,0,4237.63636321,0,4788.33333285,0,4491.60606016,0,42.0,42.0,?
2017-07-31 18:30:08.125045,4561.1515147,0,4223.7272723,0,3865.1818178,0,3905.87878749,0,4342.72727229,0,5292.15151462,0,4235.57575715,0,4370.54545411,0,4988.21212071,0,4226.8181814,0,4415.87878744,0,4237.63636321,0,4779.06060558,0,4484.90909046,0,42.0,42.0,?
2017-07-31 18:30:08.129369,4550.84848439,0,4218.57575715,0,3869.81818143,0,3907.93939355,0,4342.72727229,0,5287.51515099,0,4234.54545412,0,4369.51515108,0,4984.60606011,0,4222.18181776,0,4412.78787835,0,4239.18181776,0,4783.1818177,0,4489.03030258,0,42.0,42.0,?
2017-07-31 18:30:08.134780,4551.87878742,0,4222.18181776,0,3867.75757537,0,3907.42424203,0,4338.60606017,0,5256.60606008,0,4232.48484806,0,4360.24242381,0,4990.78787829,0,4220.1212117,0,4408.66666623,0,4242.27272685,0,4783.1818177,0,4488.51515107,0,42.0,42.0,?
2017-07-31 18:30:08.142438,4553.93939348,0,4227.84848443,0,3871.36363598,0,3903.81818143,0,4331.90909048,0,5202.51515099,0,4227.84848443,0,4358.69696926,0,4986.66666617,0,4223.21212079,0,4403.51515107,0,4242.78787836,0,4779.06060558,0,4483.87878743,0,42.0,42.0,?
2017-07-31 18:30:08.149996,4551.87878742,0,4225.78787837,0,3880.12121173,0,3905.36363597,0,4334.48484805,0,5162.33333282,0,4227.84848443,0,4376.21212077,0,4990.78787829,0,4235.06060564,0,4411.2424238,0,4241.75757533,0,4785.75757528,0,4489.03030258,0,42.0,42.0,?
2017-07-31 18:30:08.160179,4560.63636318,0,4227.84848443,0,3877.54545416,0,3907.93939355,0,4337.57575714,0,5144.30302979,0,4226.30302988,0,4376.21212077,0,4994.90909041,0,4237.63636321,0,4421.03030259,0,4244.33333291,0,4794.51515104,0,4494.69696925,0,42.0,42.0,?
2017-07-31 18:30:08.166072,4566.30302985,0,4225.78787837,0,3875.4848481,0,3907.93939355,0,4331.90909048,0,5126.27272676,0,4217.03030261,0,4355.09090866,0,4980.48484799,0,4229.39393897,0,4413.81818138,0,4243.81818139,0,4788.33333285,0,4486.96969652,0,42.0,42.0,?
2017-07-31 18:30:08.174147,4550.33333288,0,4225.27272685,0,3874.96969658,0,3905.36363597,0,4322.12121169,0,5108.24242373,0,4209.30302988,0,4349.9393935,0,4975.33333284,0,4220.63636321,0,4397.84848441,0,4239.69696927,0,4773.90909043,0,4477.18181773,0,42.0,42.0,?
2017-07-31 18:30:08.183809,4540.54545409,0,4225.27272685,0,3870.84848446,0,3902.7878784,0,4324.69696926,0,5110.30302979,0,4215.48484806,0,4358.69696926,0,4984.60606011,0,4219.60606018,0,4396.30302986,0,4239.69696927,0,4776.48484801,0,4476.1515147,0,42.0,42.0,?
2017-07-31 18:30:08.189042,4538.99999955,0,4222.18181776,0,3865.69696931,0,3896.60606022,0,4323.66666623,0,5107.2121207,0,4222.18181776,0,4357.66666623,0,4975.33333284,0,4213.424242,0,4401.45454501,0,4240.7272723,0,4787.81818134,0,4475.63636319,0,42.0,42.0,?
